"Period","Period Description","STATEMENT FREQUENCY - 3/6","CLIENT CODE","Payee Code","SONG TITLE","SONG CODE","SCOMPNAM","SOURCE NAME","SOURCE OF INCOME CODE","INCOME TYPE : 01 - 25","PRODUCT / CATALOG NO","INCOME PERIOD - YYMM FROM &YYMM TO","DISTRIBUTION NO.","PERCENT RECEIVED BY SENDER OF MONEY","OUR SHARE - PERCENT RECEIVED BY US","FRACTION RCVD NUMERATOR","FRACTION RCVD DENOMINATOR","AMOUNT RECEIVED","UNITS SOLD","ROYALTY PAYABLE","PERCENTAGE PAYABLE","AT SOURCE RATE","COMPANY CODE","SUB CODE","ROY STMT NOTE NUMBER","Royalty Note","STAT ID, POS 1-2, YY","STAT ID, POS 3-7, 99999","ROYALTY COUNTRY CODE","SOURCE NAME"  
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MECHANICAL COPYRIGHT PROTECTION SOCIETY ","MCPS",1   ,"MSB2B - C BURN ",19111911  ,0     ,.000     ,100.000  ,0    ,0    ,.03              ,39       ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"UKIN","UNITED KINGDOM                          "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MECHANICAL COPYRIGHT PROTECTION SOCIETY ","MCPS",1   ,"602537375462   ",20072009  ,0     ,.000     ,100.000  ,0    ,0    ,.61              ,71       ,.44              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"UKIN","UNITED KINGDOM                          "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"               ",16101806  ,0     ,.000     ,.750     ,0    ,0    ,.66              ,0        ,.47              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3298   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"               ",16101806  ,0     ,.250     ,.250     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3298   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"               ",17011810  ,0     ,.000     ,.500     ,0    ,0    ,.05              ,0        ,.04              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3296   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"               ",20012003  ,0     ,.000     ,1.500    ,0    ,0    ,7.87             ,0        ,5.61             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3513   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"               ",20012003  ,0     ,.250     ,.250     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3513   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"AMAZON         ",20012003  ,0     ,.000     ,2.250    ,0    ,0    ,1.94             ,0        ,1.38             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3241   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"AMAZON         ",20012003  ,0     ,.250     ,.250     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3241   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"DEEZER         ",16122010  ,0     ,.000     ,.500     ,0    ,0    ,.04              ,0        ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3678   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"IHEART         ",17041812  ,0     ,.000     ,.500     ,0    ,0    ,.04              ,0        ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3291   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"IHEART RADIO   ",17092006  ,0     ,.000     ,.500     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3279   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"IHEART RADIO   ",17092006  ,0     ,.250     ,.250     ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3279   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"PANDORA        ",20042006  ,0     ,.000     ,1.500    ,0    ,0    ,7.03             ,0        ,5.01             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3331   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"OLD FLAVOURS                                      ",978156   ,"LITTLEMORE/MAYES/SLOAN/STEELE                                                   ","MUSIC REPORTS INC.                      ","MU18",48  ,"PANDORA        ",20042006  ,0     ,.250     ,.250     ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3331   ,"USA ","USA                                     "
