Source,Normalized_Source
BBC Radio Jersey Low Peak,BBC
BBC Radio Ulster Non Peak,BBC
BBC Radio Wiltshire High Peak,BBC
BBC Sussex High Peak,BBC
Dream 100 Low Peak Mains,Radio - General
Free Radio - Birmingham High Peak Comms,Radio - General
Free Radio - Birmingham Low Peak Comms,Radio - General
Free Radio - Birmingham Non Peak Comms,Radio - General
Gem 106 Non Peak Comms,Radio - General
Key 103 FM High Peak Comms,Radio - General
Key 103 FM Low Peak Comms,Radio - General
Key 103 FM Non Peak Comms,Radio - General
Metro FM High Peak Comms,Radio - General
Metro FM Low Peak Comms,Radio - General
Metro FM Non Peak Comms,Radio - General
Oldham FM High Peak Main,Radio - General
Oldham FM Low Peak Mains,Radio - General
Peak 107 FM High Peak Main,Radio - General
Radiowave - Blackpool 96.5 FM High Peak Main,Radio - General
Signal 107 High Peak Main,Radio - General
Spire FM Non Peak Main,Radio - General
The Beach Low Peak Mains,Radio - General
Time 107.5 FM  High Peak Main,Radio - General
Tower FM High Peak Main,Radio - General
Viking FM High Peak Comms,Radio - General
Viking FM Low Peak Comms,Radio - General
Viking FM Non Peak Comms,Radio - General
Virgin Radio UK  Non Peak Main,Radio - General
Wish FM High Peak Main,Radio - General
Box TV (NSPD) ,TV - General
Colombian (SAYCO) Film,SAYCO
Magic (NSPD),Radio - General
BBC Brit Africa Low Peak,BBC
BBC Brit Africa Non Peak,BBC
Estonian (EAU) Films,EAU
BBC Earth Africa High Peak,BBC
BBC Earth Africa Low Peak,BBC
TCM EMEA (SPD),TCM EMEA
BBC Lifestyle Poland High Peak,BBC
BBC Lifestyle Africa Low Peak,BBC
Sky Sports Football Low Peak,Sky Networks
BBC First Middle East / Nordic Low Peak,BBC
Syfy Low Peak,Syfy
GEOL - Rakuten (Rental),Rakuten
BBC Alba (SPD),BBC
More4 High Peak,Channel 4
More4 Non Peak,Channel 4
Quest Red High Peak,Radio - General
GEOL - Rakuten (PD),Rakuten
TV3 Denmark High Peak,TV - General
TV3 Denmark Low Peak,TV - General
TV8 High Peak,TV - General
Sky Cinema Premiere High Peak,Sky Networks
Sky Cinema Premiere Low Peak,Sky Networks
VH1 Polska Low Peak,VH1
talkSPORT,talkSport
Q Radio 107 (Ballymena) (Analogy),Radio - General
Town 102 Non Peak Main,Radio - General
Capital XTRA (Census),Radio - General
kmfm Extra (Census),Radio - General
Bob FM  Non Peak Main,Radio - General
Compass FM High Peak Main,Radio - General
Dream 100 High Peak Main,Radio - General
Radio Norwich 99.9 Low Peak Mains,Radio - General
Smooth - Cheshire High Peak Main,Radio - General
Smooth - Dunstable  High Peak Main,Radio - General
Smooth - Dunstable  Non Peak Main,Radio - General
Smooth - Kent  High Peak Main,Radio - General
Smooth - Norwich High Peak Main,Radio - General
Smooth - Peterborough High Peak Main,Radio - General
Smooth - Sussex  High Peak Main,Radio - General
Belgian (SABAM) Major Live Concert Service,SABAM
Swiss (SUISA) Major Live Concert Service,SUISA
UK Jukeboxes,UK - General
Key 2,Radio - General
Radio Aire 96.3 FM Commercials (Sampled),Radio - General
Swiss (SUISA) Private Copying,SUISA
SIAE Tax Refund,SIAE
Cruise Ships Live Residences at Sea BA,Cruise Ships
Finnish (TEOSTO) Private Copying,TEOSTO
Malta Net TV,TV - General
Malta One TV,TV - General
BT Vision - Subscription Downloads - Online,BT Group
Bahamas & Western Hemisphere Kiss 96FM Nassau,Bahamas PPS
Barbados (COSCAP) General & Broadcasting,COSCAP
Cruise Ships Live Reconciliation - Bahamas,Cruise Ships
kmfm - Medway Non Peak Main,Radio - General
French (SACEM) Additionals,SACEM
Cyprus TV Alpha,Radio - General
Cyprus Rock FM,Radio - General
Sunfly Karaoke,Sunfly Karaoke
UK Making Music (2014),UK - General
Bermuda PPS-TV,TV - General
Cruise Ships Live Reconciliation - Malta,Cruise Ships
Cyprus Supersport Radio,Radio - General
BBC Radio Shropshire High Peak,BBC
BT Vision - Limited Downloads - Online,BT Group
Cruise Ships Live Princess BM,Cruise Ships
Cyprus Proto Radio,Radio - General
Smooth - E.Midlands Low Peak Mains,Radio - General
Smooth Radio - Scotland Low Peak Mains,Radio - General
Discovery World EMEA (NSPD),Discovery
Box Hits Low Peak,TV - General
Box Hits Non Peak,TV - General
Chart Show Hits High Peak,TV - General
Clubland (SPD),TV - General
Comedy Central Family Poland (NSPD),Comedy Central
Mtv (NSPD),MTV
BBC Entertainment Poland (NSPD),BBC
BBC Knowledge Poland (NSPD),BBC
ITV1 (SPD),ITV
Sky Sports Cricket High Peak,Sky Networks
Sky Sports Cricket Low Peak,Sky Networks
Sky Sports Cricket Non Peak,Sky Networks
Sky Sports Arena Low Peak,Sky Networks
Cyprus Mega Logos TV,TV - General
Diva TV (NSPD),TV - General
MTV France Non Peak,MTV
Really High Peak,TV - General
TV1000 Action East (SPD),TV - General
TalkTalk (Lovefilm),TalkTalk
GEOL - Disney Life,Disney
Magic Low Peak,Radio - General
QUEST Low Peak,Radio - General
QUEST Non Peak,Radio - General
CBeebies (SPD),BBC
Animal Planet Poland Non-Primetime,Animal Planet
Cinema Managed Territories,Cinemas - General
MTV France High Peak,MTV
Malaysian (MACP) Films,MACP
Movies 24 (NSPD),TV - General
Movies 24 Commercials (NSPD),TV - General
Nick European Affiliate (NSPD),Nickelodeon
Toonami France High Peak,Toonami
Viasat Series (SPD),Viasat
SOLAR Recisio Czech Republic Limited Download / On Demand Streaming Service Single,Recisio
SOLAR Xandrie S.A. Spain Permanent Download Service Album,Xandrie
SOLAR iTunes Finland Ringtone Service Truetone Ringtones,iTunes
SOLAR Recisio Malta Limited Download / On Demand Streaming Service Single,Recisio
SOLAR YouTube Saudi Arabia Limited Download / On Demand Streaming Service Video,YouTube
Alliance 7 Digital Media Netherlands Permanent Download Service Album,7 Digital
Alliance Google Macedonia - The Former Yugoslav Republic Of Permanent Download Service Single,Google
Alliance Facebook  Inc France Limited Download / On Demand Streaming Service Single,Facebook
Alliance Facebook  Inc Germany Limited Download / On Demand Streaming Service Single,Facebook
Alliance Facebook  Inc United Kingdom Limited Download / On Demand Streaming Service Single,Facebook
Cyprus Antena TV,TV - General
Cyprus Deejay Radio,Radio - General
SOLAR A1 Telekom Austria Limited Download / On Demand Streaming Service Single,A1 Telekom
Alliance Ameritz Ireland Permanent Download Service Single,Ameritz
Alliance Ameritz Spain Permanent Download Service Single,Ameritz
Alliance Ameritz United Kingdom Permanent Download Service Single,Ameritz
Alliance Apple Music (2nd Invoice) Portugal Limited Download / On Demand Streaming Service Single,Apple Music
LOML Analogy,LOML
Malta (Live),Performances - General
Malta Radio 101,Radio - General
Norwegian (TONO) Private Copying,TONO
SOLAR Recisio Estonia Limited Download / On Demand Streaming Service Single,Recisio
SOLAR Recisio Finland Limited Download / On Demand Streaming Service Single,Recisio
SOLAR Recisio Hungary Permanent Download Service Single,Recisio
SOLAR YouTube (2nd Invoice) Algeria Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Austria Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Bahrain Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Belgium Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Bulgaria Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Croatia (Local Name: Hrvatska) Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Czech Republic Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Denmark Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Finland Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) France Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Ghana Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Greece Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Hong Kong Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Hungary Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Iceland Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Iraq Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Ireland Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Israel Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Italy Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Jordan Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Kazakhstan Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Kenya Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Kuwait Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Lebanon Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Luxembourg Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Malaysia Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Morocco Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Netherlands Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Nigeria Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Norway Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Oman Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Poland Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Portugal Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Qatar Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Romania Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Russian Federation Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Saudi Arabia Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Serbia Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Slovakia Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) South Africa Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Spain Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Sweden Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Switzerland Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Tanzania - United Republic Of Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Turkey Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Uganda Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Ukraine Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) United Arab Emirates Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Viet nam Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube (2nd Invoice) Zimbabwe Limited Download / On Demand Streaming Service Single,YouTube
SOLAR YouTube India Limited Download / On Demand Streaming Service Video,YouTube
Alliance Beatport Iceland Limited Download / On Demand Streaming Service Single,Beatport
Alliance Beatport Iceland Permanent Download Service Single,Beatport
Alliance Facebook  Inc Ireland Limited Download / On Demand Streaming Service Single,Facebook
Alliance Facebook  Inc Italy Limited Download / On Demand Streaming Service Single,Facebook
Alliance Facebook  Inc Portugal Limited Download / On Demand Streaming Service Single,Facebook
Alliance Facebook  Inc Sweden Limited Download / On Demand Streaming Service Single,Facebook
Alliance Recisio France Limited Download / On Demand Streaming Service Single,Recisio
Alliance Recisio Greece Permanent Download Service Single,Recisio
Alliance Recisio Spain Limited Download / On Demand Streaming Service Single,Recisio
Alliance Recisio Switzerland Limited Download / On Demand Streaming Service Single,Recisio
Alliance Recisio United Kingdom Limited Download / On Demand Streaming Service Single,Recisio
MSB2B - Sauce Industries LLC - Online,Sauce Industries
SOLAR Juno PEL Germany Permanent Download Service Single,PEL
UK Background Music Systems (Imagesound)  Wolseley UK,Imagesound
Alliance Recisio Germany Limited Download / On Demand Streaming Service Single,Recisio
Alliance Recisio Italy Limited Download / On Demand Streaming Service Single,Recisio
Alliance Recisio Norway Limited Download / On Demand Streaming Service Single,Recisio
Alliance iTunes Switzerland Ringtone Service Truetone Ringtones,iTunes
SOLAR Juno PEL France Permanent Download Service Single,PEL
UK Background Music Systems (Imagesound)  Makro,Imagesound
MSB2B - Open Ear Ltd - Online,Open Ear Ltd
SOLAR Juno PEL France Permanent Download Service Album,PEL
Alliance Beatport Estonia Permanent Download Service Single,Beatport
Alliance SoundCloud Ltd Italy Tethered Download Service Single,Soundcloud
SOLAR Juno PEL Italy Permanent Download Service Single,PEL
Heart - Bedford 96.9 Low Peak Mains,Heart Radio
Heart - Berkshire  Low Peak Mains,Heart Radio
Heart - Cambridge 103  Low Peak Mains,Heart Radio
Heart - Colchester 96.1  Low Peak Mains,Heart Radio
Heart - Cornwall Low Peak Mains,Heart Radio
Heart - Dorset 102.3 Low Peak Mains,Heart Radio
Heart - Dunstable 97.6  Low Peak Mains,Heart Radio
Heart - Exeter 97.0 & 103.0  Low Peak Mains,Heart Radio
Heart - Gloucester 102.4 Low Peak Mains,Heart Radio
Heart - Hampshire 97.5 & 96.7 Low Peak Mains,Heart Radio
Heart - Harlow  Low Peak Mains,Heart Radio
Heart - Hertfordshire 102.7 FM Low Peak Mains,Heart Radio
Heart - Ipswich 96.4 Low Peak Mains,Heart Radio
Heart - Kent 103.1 & 102.8  Low Peak Mains,Heart Radio
Heart - Milton Keynes 103.3 Low Peak Mains,Heart Radio
Heart - N. Lancashire & Cumbria  Low Peak Mains,Heart Radio
Heart - N.Wales  Low Peak Mains,Heart Radio
Heart - Norfolk 102.4  Low Peak Mains,Heart Radio
Heart - North Devon 96.2 & 97.3 Low Peak Mains,Heart Radio
Heart - North East Low Peak Mains,Heart Radio
Heart - North West  Low Peak Mains,Heart Radio
Heart - Northamptonshire 96.6 Low Peak Mains,Heart Radio
Heart - Oxford 102.6 & 97.4 Low Peak Mains,Heart Radio
Heart - Peterborough 102.7 Low Peak Mains,Heart Radio
Heart - Plymouth 97.0 & 96.6 Low Peak Mains,Heart Radio
Heart - S.Wales  Low Peak Mains,Heart Radio
Heart - Scotland Low Peak Mains,Heart Radio
Heart - Somerset 102.6 Low Peak Mains,Heart Radio
Heart - Sussex 102.4 FM Low Peak Mains,Heart Radio
Heart - Swindon 96.3 Low Peak Mains,Heart Radio
Heart - W.Midlands B'ham 100.7 FM Low Peak Mains,Heart Radio
Heart - Yorkshire  Low Peak Mains,Heart Radio
Heart 96.6 FM Low Peak Mains,Heart Radio
Heart Essex 96.3 & 102.6  Low Peak Mains,Heart Radio
Heart Extra Low Peak Mains,Heart Radio
SOLAR Apple Music (2nd Invoice) Germany Permanent Download Service Album,Apple Music
Malta RTK Radio,Radio - General
SOLAR Juno PEL Germany Permanent Download Service Album,PEL
UK Background Music Systems (Imagesound)  Iceland Foods PLC,Imagesound
UK Background Music Systems (Imagesound)  Welcome Break Group,Imagesound
SOLAR Apple Music (2nd Invoice) Germany Permanent Download Service Single,Apple Music
SOLAR Apple Music (2nd Invoice) Portugal Permanent Download Service Single,Apple Music
Alliance SoundCloud Ltd Finland Tethered Download Service Single,Soundcloud
UK Background Music Systems (Imagesound)  Tesco Stores Ltd,Imagesound
Cyprus Politia FM,Radio - General
