Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
1355,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.2247,50,28/02/2016,, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208687,GBP, , , , , 
1356,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.0084,50,27/12/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208681,GBP, , , , , 
1357,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.0084,50,28/02/2016,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208687,GBP, , , , , 
1358,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.0118,50,28/02/2016,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208687,GBP, , , , , 
1359,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.0135,50,28/02/2016,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208687,GBP, , , , , 
1360,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.2248,50,31/01/2016,, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208684,GBP, , , , , 
1361,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.0618,50,31/01/2016,, , ,,00000007, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208684,GBP, , , , , 
1362,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.0169,50,27/12/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208681,GBP, , , , , 
1363,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.1199,50,27/12/2015,, , ,,00000012, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208681,GBP, , , , , 
1364,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.0499,50,31/01/2016,, , ,,00000005, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208684,GBP, , , , , 
1365,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.017,50,31/01/2016,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208684,GBP, , , , , 
1366,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.0599,50,28/02/2016,, , ,,00000006, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208687,GBP, , , , , 
1367,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.3896,50,27/12/2015,, , ,,00000026, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208681,GBP, , , , , 
1368,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.1767,50,27/12/2015,, , ,,00000020, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208681,GBP, , , , , 
1369,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,This Time,.0795,50,28/02/2016,, , ,,00000009, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208687,GBP, , , , , 
1370,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,This Time,.252,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,15498645,231178,GBP, , , , , 
1371,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,This Time,.252,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,14778706,231178,GBP, , , , , 
1372,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,This Time,.252,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7117152A,T0103366911,7117152A,14204389,231178,GBP, , , , , 
1373,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,This Time,.112,50,31/01/2016,, , ,,00000005, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208685,GBP, , , , , 
1374,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,This Time,.0448,50,27/12/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208682,GBP, , , , , 
1375,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,This Time,.0224,50,28/02/2016,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208688,GBP, , , , , 
1376,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,This Time,.0672,50,28/02/2016,, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208688,GBP, , , , , 
1377,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,This Time,.0448,50,27/12/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208682,GBP, , , , , 
1378,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,This Time,.112,50,31/01/2016,, , ,,00000005, ,Dina Carroll,Nigel Philip Lowis, , ,7117152A,T0103366911,7117152A, ,208685,GBP, , , , , 
1379,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,When Will My Heart Beat Again,.0093,33.34,27/09/2015,, , ,,00000017, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7766974Y,T0115196547,7766974Y, ,208679,GBP, , , , , 
1380,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,When Will My Heart Beat Again,.0005,33.34,27/09/2015,, , ,,00000001, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7766974Y,T0115196547,7766974Y, ,208567,GBP, , , , , 
1381,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,When Will My Heart Beat Again,.0009,33.34,27/09/2015,, , ,,00000014, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7766974Y,T0115196547,7766974Y, ,208569,GBP, , , , , 
1382,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,When Will My Heart Beat Again,.009,33.34,30/04/2015,30/04/2015, , ,,00000001, ,Lowis Nigel Philip,Nurding Louise,Plato Graham,EMI Music Publishing Ltd,7766974Y,T0115196547,7766974Y, ,244866,GBP, , , , , 
1383,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Single, ,When Will My Heart Beat Again,.0182,33.34,01/10/2015,, , ,,00000001, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7766974Y,T0115196547,7766974Y, ,209708,EUR, , , , , 
1384,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,When Will My Heart Beat Again,.009,33.34,31/05/2015,31/05/2015, , ,,00000004, ,Lowis Nigel Philip,Nurding Louise,Plato Graham,EMI Music Publishing Ltd,7766974Y,T0115196547,7766974Y, ,232234,GBP, , , , , 
1385,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,When Will My Heart Beat Again,.009,33.34,30/04/2015,30/04/2015, , ,,00000002, ,Lowis Nigel Philip,Nurding Louise,Plato Graham,EMI Music Publishing Ltd,7766974Y,T0115196547,7766974Y, ,232232,GBP, , , , , 
1386,177149937,M,2016101,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single, ,When Will My Heart Beat Again,.045,33.34,31/12/2013,31/12/2013, , ,,00000001, ,Lowis Nigel Philip,Nurding Louise,Plato Graham,EMI Music Publishing Ltd,7766974Y,T0115196547,7766974Y,15913061,231209,GBP, , , , , 
1387,177149937,M,2016101,Alliance iTunes Cloud Services United Kingdom Subscription Permanent Download Service Single, ,When Will My Heart Beat Again,.018,33.34,12/08/2015,12/08/2015, , ,,00000330, ,Lowis Nigel Philip,Nurding Louise,Plato Graham,EMI Music Publishing Ltd,7766974Y,T0115196547,7766974Y, ,245053,GBP, , , , , 
1388,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,When Will My Heart Beat Again,.015,33.34,27/12/2015,, , ,,00000002, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7766974Y,T0115196547,7766974Y, ,208681,GBP, , , , , 
1389,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,When Will My Heart Beat Again,.045,33.34,31/01/2016,, , ,,00000006, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7766974Y,T0115196547,7766974Y, ,208684,GBP, , , , , 
1390,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,When Will My Heart Beat Again,.0075,33.34,28/02/2016,, , ,,00000001, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7766974Y,T0115196547,7766974Y, ,208687,GBP, , , , , 
1391,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,When Will My Heart Beat Again,.0149,33.34,27/12/2015,, , ,,00000001, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7766974Y,T0115196547,7766974Y, ,208682,GBP, , , , , 
1392,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,When Will My Heart Beat Again,.0149,33.34,31/01/2016,, , ,,00000001, ,Graham Plato,Louise Nurding,Nigel Philip Lowis, ,7766974Y,T0115196547,7766974Y, ,208685,GBP, , , , , 
1393,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,When Will My Heart Beat Again,.162,33.34,31/12/2013,31/12/2013, , ,,00000001, ,Lowis Nigel Philip,Nurding Louise,Plato Graham,EMI Music Publishing Ltd,7766974Y,T0115196547,7766974Y, ,231178,GBP, , , , , 
1394,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,When Will My Heart Beat Again,.162,33.34,31/12/2013,31/12/2013, , ,,00000001, ,Lowis Nigel Philip,Nurding Louise,Plato Graham,EMI Music Publishing Ltd,7766974Y,T0115196547,7766974Y,15913061,231178,GBP, , , , , 
1395,177149937,M,2016101,Alliance Apple Music Ireland Limited Download / On Demand Streaming Service Single, ,Why Did I Let You Go,.0004,50,27/09/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,208725,EUR, , , , , 
1396,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,Why Did I Let You Go,.0136,50,27/09/2015,, , ,,00000140, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,208569,GBP, , , , , 
1397,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,Why Did I Let You Go,.03,50,27/09/2015,, , ,,00000036, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,208567,GBP, , , , , 
1398,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,Why Did I Let You Go,.063,50,27/09/2015,, , ,,00000077, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,208679,GBP, , , , , 
1399,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Why Did I Let You Go,.009,50,30/06/2015,30/06/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L, ,244874,GBP, , , , , 
1400,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Why Did I Let You Go,.009,50,31/05/2015,31/05/2015, , ,,00000007, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L, ,244868,GBP, , , , , 
1401,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Why Did I Let You Go,.018,50,30/04/2015,30/04/2015, , ,,00000011, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L, ,244862,GBP, , , , , 
1402,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Why Did I Let You Go,.018,50,30/09/2012,30/09/2012, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L, ,244818,GBP, , , , , 
1403,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Why Did I Let You Go,.027,50,31/01/2012,31/01/2012, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L, ,244810,GBP, , , , , 
1404,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Why Did I Let You Go,.027,50,31/08/2012,31/08/2012, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L, ,244816,GBP, , , , , 
1405,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Why Did I Let You Go,.009,50,31/12/2015,31/12/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L, ,244912,GBP, , , , , 
1406,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Why Did I Let You Go,.009,50,30/11/2015,30/11/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L, ,244908,GBP, , , , , 
1407,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,Why Did I Let You Go,.0781,50,01/10/2015,, , ,,00000004, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,209707,EUR, , , , , 
1408,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,Why Did I Let You Go,.0391,50,01/10/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,209707,EUR, , , , , 
1409,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Single, ,Why Did I Let You Go,.0273,50,01/10/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,209708,EUR, , , , , 
1410,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Why Did I Let You Go,.018,50,31/03/2015,31/03/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L, ,232188,GBP, , , , , 
1411,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Why Did I Let You Go,.009,50,30/06/2015,30/06/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L, ,232242,GBP, , , , , 
1412,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Why Did I Let You Go,.009,50,30/04/2015,30/04/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L, ,232232,GBP, , , , , 
1413,177149937,M,2016101,Alliance Online Residuals PDS Ireland Permanent Download Service Single, ,Why Did I Let You Go,.0765,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L,14778736,231215,EUR, , , , , 
1414,177149937,M,2016101,Alliance Online Residuals PDS United Kingdom Permanent Download Service Single, ,Why Did I Let You Go,.081,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L,14778736,231209,GBP, , , , , 
1415,177149937,M,2016101,Alliance iTunes Cloud Services United Kingdom Subscription Permanent Download Service Single, ,Why Did I Let You Go,.054,50,12/08/2015,12/08/2015, , ,,00000817, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L,14778736,245053,GBP, , , , , 
1416,177149937,M,2016101,Alliance iTunes Ireland Permanent Download Service Single, ,Why Did I Let You Go,.2524,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L,14778736,231186,EUR, , , , , 
1417,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Why Did I Let You Go,.0145,50,31/01/2016,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,208684,GBP, , , , , 
1418,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Why Did I Let You Go,.2248,50,31/01/2016,, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,208684,GBP, , , , , 
1419,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Why Did I Let You Go,.2248,50,28/02/2016,, , ,,00000015, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,208687,GBP, , , , , 
1420,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,Why Did I Let You Go,.3896,50,27/12/2015,, , ,,00000026, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,208681,GBP, , , , , 
1421,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Why Did I Let You Go,.252,50,31/12/2013,31/12/2013, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Universal Music Publishing Lim, ,2144182L,T0102481399,2144182L,14778736,231178,GBP, , , , , 
1422,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Why Did I Let You Go,.0448,50,28/02/2016,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,208688,GBP, , , , , 
1423,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,Why Did I Let You Go,.1345,50,31/01/2016,, , ,,00000006, ,Dina Carroll,Nigel Philip Lowis, , ,2144182L,T0102481399,2144182L, ,208685,GBP, , , , , 
1424,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,World Come Between Us,.013,50,27/09/2015,, , ,,00000016, ,Dina Carroll,Nigel Philip Lowis, , ,7632535T,T0103576904,7632535T, ,208679,GBP, , , , , 
1425,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,World Come Between Us,.0039,50,27/09/2015,, , ,,00000040, ,Dina Carroll,Nigel Philip Lowis, , ,7632535T,T0103576904,7632535T, ,208569,GBP, , , , , 
1426,177149937,M,2016101,Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single, ,World Come Between Us,.0049,50,27/09/2015,, , ,,00000006, ,Dina Carroll,Nigel Philip Lowis, , ,7632535T,T0103576904,7632535T, ,208567,GBP, , , , , 
1427,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,World Come Between Us,.0195,50,01/10/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7632535T,T0103576904,7632535T, ,209707,EUR, , , , , 
1428,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,World Come Between Us,.0355,50,31/01/2016,, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7632535T,T0103576904,7632535T, ,208684,GBP, , , , , 
1429,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,World Come Between Us,.0237,50,27/12/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7632535T,T0103576904,7632535T, ,208681,GBP, , , , , 
1430,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Album, ,World Come Between Us,.0237,50,28/02/2016,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7632535T,T0103576904,7632535T, ,208687,GBP, , , , , 
1431,177149937,M,2016101,Alliance iTunes United Kingdom Permanent Download Service Single, ,World Come Between Us,.0178,50,27/12/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7632535T,T0103576904,7632535T, ,208682,GBP, , , , , 
